source_id,target_id,distance_km,weight,edge_type
142,146,172.7,0.005792,PROXIMATE_TO
142,147,90.2,0.011081,PROXIMATE_TO
142,148,71.6,0.013974,PROXIMATE_TO
142,149,191.3,0.005228,PROXIMATE_TO
142,150,122.3,0.008176,PROXIMATE_TO
143,144,112.2,0.008912,PROXIMATE_TO
143,145,37.7,0.026508,PROXIMATE_TO
143,146,113.7,0.008795,PROXIMATE_TO
143,147,66.8,0.014979,PROXIMATE_TO
143,148,44.2,0.022599,PROXIMATE_TO
143,149,86.7,0.011537,PROXIMATE_TO
143,150,105.1,0.009511,PROXIMATE_TO
144,145,74.5,0.013425,PROXIMATE_TO
144,146,157.0,0.006369,PROXIMATE_TO
144,147,166.0,0.006026,PROXIMATE_TO
144,148,156.4,0.006395,PROXIMATE_TO
144,149,57.4,0.01741,PROXIMATE_TO
144,150,187.2,0.005343,PROXIMATE_TO
145,146,118.8,0.008416,PROXIMATE_TO
145,147,97.1,0.010297,PROXIMATE_TO
145,148,81.9,0.012206,PROXIMATE_TO
145,149,57.1,0.017502,PROXIMATE_TO
145,150,127.9,0.00782,PROXIMATE_TO
146,147,83.1,0.012028,PROXIMATE_TO
146,148,120.3,0.008316,PROXIMATE_TO
146,149,172.6,0.005794,PROXIMATE_TO
146,150,58.7,0.017042,PROXIMATE_TO
147,148,44.4,0.022534,PROXIMATE_TO
147,149,152.1,0.006575,PROXIMATE_TO
147,150,44.6,0.02242,PROXIMATE_TO
148,149,128.0,0.007815,PROXIMATE_TO
148,150,89.0,0.01124,PROXIMATE_TO
149,150,184.9,0.005407,PROXIMATE_TO
