state,district_name,population,literate_pop,working_pop,urban_percentage,literacy_rate,district_id
Uttar Pradesh,Sitapur,3619661.0,1404443.0,1125509.0,12.0,38.8,698
Uttar Pradesh,Sonbhadra,1504713.0,588376.0,554751.0,18.3,39.1,699
Uttar Pradesh,Sultanpur,2061900.0,967330.0,643642.0,6.1,46.9,700
Uttar Pradesh,Unknown Districts Of India,35406.0,19501.0,9998.0,0.0,55.1,701
Uttar Pradesh,Unnao,2700324.0,1215090.0,926335.0,15.2,45.0,702
Uttar Pradesh,Varanasi,3136965.0,1693970.0,981296.0,40.2,54.0,703
Uttarakhand,Almora,632866.0,393968.0,293303.0,8.6,62.3,704
Uttarakhand,Bageshwar,247085.0,147077.0,117701.0,3.2,59.5,705
Uttarakhand,Chamoli,370359.0,237354.0,164729.0,13.7,64.1,706
Uttarakhand,Champawat,224564.0,129964.0,90215.0,15.0,57.9,707
Uttarakhand,Dehradun,1267755.0,865701.0,396728.0,53.1,68.3,708
Uttarakhand,Haridwar,1447187.0,754948.0,425263.0,30.8,52.2,709
Uttarakhand,Nainital,757063.0,504575.0,277148.0,35.5,66.6,710
Uttarakhand,Pauri Garhwal,691862.0,457498.0,268531.0,12.9,66.1,711
Uttarakhand,Pithoragarh,462289.0,296362.0,198709.0,12.9,64.1,712
Uttarakhand,Rudra Prayag,249877.0,156610.0,107765.0,10.3,62.7,713
Uttarakhand,Tehri Garhwal,600382.0,334742.0,263022.0,10.1,55.8,714
Uttarakhand,Udam Singh Nagar,1213397.0,643569.0,386501.0,31.3,53.0,715
Uttarakhand,Unknown Districts Of India,271.0,172.0,102.0,0.0,63.5,716
Uttarakhand,Uttar Kashi,295013.0,161161.0,135904.0,7.8,54.6,717
West Bengal,24 Paraganas North,8919299.0,6140126.0,2983666.0,54.2,68.8,718
West Bengal,24 Paraganas South,6903252.0,4064893.0,2241559.0,15.7,58.9,719
West Bengal,Alipurduar,1337575.0,706442.0,509247.0,15.5,52.8,720
West Bengal,Bankura,3192695.0,1734222.0,1427272.0,7.4,54.3,721
West Bengal,Birbhum,3005534.0,1548623.0,1125267.0,8.6,51.5,722
West Bengal,Coochbehar,2479155.0,1386965.0,966705.0,9.1,55.9,723
West Bengal,Darjeeling,1426117.0,895787.0,495146.0,36.5,62.8,724
West Bengal,Dinajpur Dakshin,1492289.0,792904.0,609129.0,12.7,53.1,725
West Bengal,Dinajpur Uttar,2428227.0,919344.0,931532.0,12.1,37.9,726
West Bengal,Hooghly,4985626.0,3295204.0,1841592.0,33.2,66.1,727
West Bengal,Howrah,4259829.0,2886991.0,1434536.0,50.2,67.8,728
West Bengal,Jalpaiguri,2063598.0,1103641.0,793889.0,19.4,53.5,729
West Bengal,Jhargram,954885.0,504116.0,458040.0,0.0,52.8,730
West Bengal,Kalimpong,182222.0,112244.0,74049.0,0.0,61.6,731
West Bengal,Kolkata,4572876.0,3382103.0,1717734.0,100.0,74.0,732
West Bengal,Maldah,3274175.0,1327312.0,1332230.0,7.4,40.5,733
West Bengal,Medinipur East,4355624.0,2995443.0,1598622.0,8.2,68.8,734
West Bengal,Medinipur West,4238102.0,2622823.0,1673347.0,14.6,61.9,735
West Bengal,Murshidabad,5866569.0,2620538.0,2005174.0,12.5,44.7,736
West Bengal,Nadia,4564769.0,2617683.0,1601986.0,20.6,57.3,737
West Bengal,Paschim Bardhaman,1995965.0,1321381.0,607193.0,71.3,66.2,738
West Bengal,Purba Bardhaman,4873236.0,2869954.0,1836661.0,22.5,58.9,739
West Bengal,Purulia,2536516.0,1182284.0,1127488.0,10.1,46.6,740
West Bengal,Unknown Districts Of India,1189.0,939.0,334.0,0.0,79.0,741
